bun	linux-aarch64	bun-linux-aarch64-android.zip	android
bun	linux-aarch64	bun-linux-aarch64-profile.zip	profile
bun	linux-aarch64	bun-linux-aarch64.zip	
bun	linux-aarch64-musl	bun-linux-aarch64-musl-profile.zip	profile
bun	linux-aarch64-musl	bun-linux-aarch64-musl.zip	
bun	linux-x86_64	bun-linux-x64-android-baseline-profile.zip	android-baseline-profile
bun	linux-x86_64	bun-linux-x64-android-baseline.zip	android-baseline
bun	linux-x86_64	bun-linux-x64-android-profile.zip	android-profile
bun	linux-x86_64	bun-linux-x64-android.zip	android
bun	linux-x86_64	bun-linux-x64-baseline-profile.zip	baseline-profile
bun	linux-x86_64	bun-linux-x64-baseline.zip	baseline
bun	linux-x86_64	bun-linux-x64-profile.zip	profile
bun	linux-x86_64	bun-linux-x64.zip	
bun	linux-x86_64-musl	bun-linux-x64-musl-baseline-profile.zip	baseline-profile
bun	linux-x86_64-musl	bun-linux-x64-musl-baseline.zip	baseline
bun	linux-x86_64-musl	bun-linux-x64-musl-profile.zip	profile
bun	linux-x86_64-musl	bun-linux-x64-musl.zip	
bun	macos-aarch64	bun-darwin-aarch64-profile.zip	profile
bun	macos-aarch64	bun-darwin-aarch64.zip	
bun	macos-x86_64	bun-darwin-x64-baseline-profile.zip	baseline-profile
bun	macos-x86_64	bun-darwin-x64-baseline.zip	baseline
bun	macos-x86_64	bun-darwin-x64-profile.zip	profile
bun	macos-x86_64	bun-darwin-x64.zip	
bun	windows-aarch64	bun-windows-aarch64-profile.zip	profile
bun	windows-aarch64	bun-windows-aarch64.zip	
bun	windows-x86_64	bun-windows-x64-baseline-profile.zip	baseline-profile
bun	windows-x86_64	bun-windows-x64-baseline.zip	baseline
bun	windows-x86_64	bun-windows-x64-profile.zip	profile
bun	windows-x86_64	bun-windows-x64.zip	
carbonyl	linux-aarch64	carbonyl.linux-arm64.zip	
carbonyl	linux-x86_64	carbonyl.linux-amd64.zip	
carbonyl	macos-aarch64	carbonyl.macos-arm64.zip	
carbonyl	macos-x86_64	carbonyl.macos-amd64.zip	
cate	linux-aarch64	cate-linux-aarch64.tar.gz	
cate	linux-aarch64-musl	cate-linux-aarch64-musl.tar.gz	
cate	linux-armv7	cate-linux-armv7.tar.gz	
cate	linux-armv7-musl	cate-linux-armv7-musl.tar.gz	
cate	linux-i686	cate-linux-i686.tar.gz	
cate	linux-i686-musl	cate-linux-i686-musl.tar.gz	
cate	linux-x86_64	cate-linux-x86_64.tar.gz	
cate	linux-x86_64-musl	cate-linux-x86_64-musl.tar.gz	
cate	macos-aarch64	cate-macos-aarch64.tar.gz	
cate	macos-x86_64	cate-macos-x86_64.tar.gz	
cate	windows-i686	cate-windows-i686.exe	
cate	windows-x86_64	cate-windows-x86_64.exe	
chezmoi	freebsd-aarch64	chezmoi_2.72.2_freebsd_arm64.tar.gz	freebsd
chezmoi	freebsd-x86_64	chezmoi_2.72.2_freebsd_amd64.tar.gz	freebsd
chezmoi	linux-aarch64	chezmoi_2.72.2_android_arm64.tar.gz	android
chezmoi	linux-aarch64	chezmoi_2.72.2_linux_arm64.tar.gz	
chezmoi	linux-aarch64	chezmoi_2.72.2_openbsd_arm64.tar.gz	openbsd
chezmoi	linux-armv7	chezmoi_2.72.2_linux_armv5.tar.gz	armv5
chezmoi	linux-armv7	chezmoi_2.72.2_linux_armv6.tar.gz	armv6
chezmoi	linux-i686	chezmoi_2.72.2_linux_i386.tar.gz	i386
chezmoi	linux-i686	chezmoi_2.72.2_openbsd_i386.tar.gz	openbsd-i386
chezmoi	linux-x86_64	chezmoi-linux-amd64	
chezmoi	linux-x86_64	chezmoi_2.72.2_linux_amd64.tar.gz	
chezmoi	linux-x86_64	chezmoi_2.72.2_openbsd_amd64.tar.gz	openbsd
